Date,Ticker,Open,High,Low,Close,Tick Volume,Volume
2021-10-01 09:48:00,NIFTY,17492.8,17499.0,17492.2,17492.7,1,0
2021-10-01 09:49:00,NIFTY,17493.3,17496.8,17492.3,17493.8,1,0
2021-10-01 09:50:00,NIFTY,17492.8,17492.8,17477.0,17477.3,1,0
2021-10-01 09:51:00,NIFTY,17477.6,17477.6,17465.3,17465.4,1,0
2021-10-01 09:52:00,NIFTY,17465.3,17475.3,17462.5,17470.3,1,0
2021-10-01 09:53:00,NIFTY,17468.8,17470.8,17465.6,17467.5,1,0
2021-10-01 09:54:00,NIFTY,17467.3,17468.6,17452.9,17458.2,1,0
2021-10-01 09:55:00,NIFTY,17460.0,17469.3,17460.0,17467.8,1,0
2021-10-01 09:56:00,NIFTY,17468.0,17482.9,17465.0,17478.8,1,0
2021-10-01 09:57:00,NIFTY,17478.8,17479.7,17473.5,17475.4,1,0
2021-10-01 09:58:00,NIFTY,17473.3,17489.8,17468.5,17489.4,1,0
2021-10-01 09:59:00,NIFTY,17488.3,17489.3,17480.1,17483.4,1,0
2021-10-01 10:00:00,NIFTY,17483.3,17486.6,17476.3,17483.5,1,0
2021-10-01 10:01:00,NIFTY,17485.3,17490.1,17483.9,17486.7,1,0
2021-10-01 10:02:00,NIFTY,17487.0,17488.5,17484.0,17487.1,1,0
2021-10-01 10:03:00,NIFTY,17487.8,17487.8,17476.6,17482.0,1,0
2021-10-01 10:04:00,NIFTY,17483.2,17493.8,17479.8,17491.0,1,0
2021-10-01 10:05:00,NIFTY,17490.7,17501.0,17489.7,17501.0,1,0
2021-10-01 10:06:00,NIFTY,17501.0,17502.6,17494.0,17497.6,1,0
2021-10-01 10:07:00,NIFTY,17497.0,17500.2,17486.8,17488.4,1,0
2021-10-01 10:08:00,NIFTY,17488.6,17497.0,17488.2,17489.8,1,0
2021-10-01 10:09:00,NIFTY,17490.2,17494.1,17488.5,17492.0,1,0
2021-10-01 10:10:00,NIFTY,17491.5,17498.3,17488.5,17496.2,1,0
2021-10-01 10:11:00,NIFTY,17496.4,17496.4,17489.5,17495.0,1,0
2021-10-01 10:12:00,NIFTY,17493.5,17497.3,17482.8,17482.8,1,0
2021-10-01 10:13:00,NIFTY,17482.4,17485.0,17477.7,17481.2,1,0
2021-10-01 10:14:00,NIFTY,17481.6,17490.6,17478.4,17486.8,1,0
2021-10-01 10:15:00,NIFTY,17486.2,17494.3,17485.1,17494.0,1,0
2021-10-01 10:16:00,NIFTY,17493.6,17499.7,17493.6,17499.3,1,0
2021-10-01 10:17:00,NIFTY,17499.2,17514.3,17499.2,17509.5,1,0
2021-10-01 10:18:00,NIFTY,17509.0,17511.2,17508.8,17510.3,1,0
2021-10-01 10:19:00,NIFTY,17509.9,17513.2,17508.2,17510.3,1,0
2021-10-01 10:20:00,NIFTY,17510.0,17516.2,17509.7,17510.3,1,0
2021-10-01 10:21:00,NIFTY,17510.0,17512.4,17504.8,17512.4,1,0
2021-10-01 10:22:00,NIFTY,17514.0,17526.2,17514.0,17523.0,1,0
2021-10-01 10:23:00,NIFTY,17522.5,17526.5,17519.5,17525.5,1,0
2021-10-01 10:24:00,NIFTY,17526.3,17532.8,17525.1,17528.0,1,0
2021-10-01 10:25:00,NIFTY,17527.0,17529.8,17519.3,17519.3,1,0
2021-10-01 10:26:00,NIFTY,17518.8,17524.7,17516.0,17524.7,1,0
2021-10-01 10:27:00,NIFTY,17524.2,17527.3,17517.5,17517.5,1,0
2021-10-01 10:28:00,NIFTY,17517.9,17518.3,17510.5,17513.9,1,0
2021-10-01 10:29:00,NIFTY,17514.0,17527.8,17514.0,17522.8,1,0
2021-10-01 10:30:00,NIFTY,17523.0,17524.0,17514.8,17519.5,1,0
2021-10-01 10:31:00,NIFTY,17518.8,17523.3,17514.4,17516.8,1,0
2021-10-01 10:32:00,NIFTY,17517.5,17517.5,17513.2,17516.4,1,0
2021-10-01 10:33:00,NIFTY,17516.0,17516.3,17508.0,17514.3,1,0
2021-10-01 10:34:00,NIFTY,17515.3,17517.2,17510.0,17510.2,1,0
2021-10-01 10:35:00,NIFTY,17509.9,17509.9,17502.0,17502.0,1,0
2021-10-01 10:36:00,NIFTY,17502.0,17510.7,17501.9,17502.3,1,0
2021-10-01 10:37:00,NIFTY,17501.6,17503.0,17496.0,17500.3,1,0
2021-10-01 10:38:00,NIFTY,17501.0,17509.4,17500.7,17508.9,1,0
2021-10-01 10:39:00,NIFTY,17509.3,17522.0,17509.3,17516.8,1,0
2021-10-01 10:40:00,NIFTY,17516.8,17524.0,17514.7,17520.8,1,0
2021-10-01 10:41:00,NIFTY,17520.3,17520.3,17516.8,17517.8,1,0
2021-10-01 10:42:00,NIFTY,17517.2,17520.5,17510.7,17511.8,1,0
2021-10-01 10:43:00,NIFTY,17512.0,17521.3,17511.5,17520.8,1,0
2021-10-01 10:44:00,NIFTY,17520.4,17520.5,17515.5,17518.8,1,0
2021-10-01 10:45:00,NIFTY,17517.9,17519.5,17514.8,17519.5,1,0
2021-10-01 10:46:00,NIFTY,17519.0,17542.9,17518.5,17542.9,1,0
2021-10-01 10:47:00,NIFTY,17543.7,17544.0,17535.8,17538.4,1,0
2021-10-01 10:48:00,NIFTY,17538.4,17540.0,17535.0,17537.5,1,0
2021-10-01 10:49:00,NIFTY,17536.7,17544.1,17534.2,17543.8,1,0
2021-10-01 10:50:00,NIFTY,17544.0,17545.0,17536.2,17536.2,1,0
2021-10-01 10:51:00,NIFTY,17537.3,17537.3,17533.8,17533.8,1,0
2021-10-01 10:52:00,NIFTY,17533.6,17539.2,17533.0,17533.0,1,0
2021-10-01 10:53:00,NIFTY,17533.0,17536.5,17531.4,17534.0,1,0
2021-10-01 10:54:00,NIFTY,17534.0,17539.5,17534.0,17539.3,1,0
2021-10-01 10:55:00,NIFTY,17539.2,17539.7,17535.2,17535.4,1,0
2021-10-01 10:56:00,NIFTY,17535.9,17541.6,17535.2,17540.9,1,0
2021-10-01 10:57:00,NIFTY,17541.0,17541.3,17534.8,17535.5,1,0
2021-10-01 10:58:00,NIFTY,17535.7,17546.8,17534.8,17544.5,1,0
2021-10-01 10:59:00,NIFTY,17547.5,17547.5,17541.8,17544.7,1,0
2021-10-01 11:00:00,NIFTY,17544.8,17550.8,17544.8,17547.9,1,0
2021-10-01 11:01:00,NIFTY,17547.8,17551.8,17547.1,17549.5,1,0
2021-10-01 11:02:00,NIFTY,17550.3,17550.5,17540.0,17540.2,1,0
2021-10-01 11:03:00,NIFTY,17542.0,17542.5,17534.0,17534.0,1,0
2021-10-01 11:04:00,NIFTY,17534.8,17538.5,17531.8,17538.3,1,0
2021-10-01 11:05:00,NIFTY,17537.7,17540.8,17536.9,17538.8,1,0
2021-10-01 11:06:00,NIFTY,17539.2,17539.8,17534.8,17538.8,1,0
2021-10-01 11:07:00,NIFTY,17538.3,17538.7,17530.3,17532.5,1,0
2021-10-01 11:08:00,NIFTY,17533.1,17533.1,17521.9,17524.6,1,0
2021-10-01 11:09:00,NIFTY,17525.2,17525.2,17518.8,17519.5,1,0
2021-10-01 11:10:00,NIFTY,17519.6,17520.5,17514.4,17520.0,1,0
2021-10-01 11:11:00,NIFTY,17520.6,17520.8,17513.0,17518.7,1,0
2021-10-01 11:12:00,NIFTY,17518.0,17525.5,17517.8,17523.2,1,0
2021-10-01 11:13:00,NIFTY,17523.3,17528.5,17521.7,17527.9,1,0
2021-10-01 11:14:00,NIFTY,17527.2,17529.0,17526.0,17528.3,1,0
2021-10-01 11:15:00,NIFTY,17528.5,17528.9,17522.3,17524.6,1,0
2021-10-01 11:16:00,NIFTY,17524.0,17526.2,17521.8,17525.8,1,0
2021-10-01 11:17:00,NIFTY,17526.0,17528.1,17525.0,17525.0,1,0
2021-10-01 11:18:00,NIFTY,17525.0,17527.5,17524.2,17526.3,1,0
2021-10-01 11:19:00,NIFTY,17525.6,17526.5,17519.6,17523.5,1,0
2021-10-01 11:20:00,NIFTY,17522.7,17528.4,17520.5,17527.3,1,0
2021-10-01 11:21:00,NIFTY,17527.4,17533.3,17527.3,17531.5,1,0
2021-10-01 11:22:00,NIFTY,17530.8,17531.3,17527.8,17529.7,1,0
2021-10-01 11:23:00,NIFTY,17528.7,17529.9,17525.0,17526.3,1,0
2021-10-01 11:24:00,NIFTY,17527.3,17527.3,17517.5,17519.8,1,0
2021-10-01 11:25:00,NIFTY,17520.0,17522.9,17516.3,17516.3,1,0
2021-10-01 11:26:00,NIFTY,17516.1,17516.1,17506.0,17506.0,1,0
2021-10-01 11:27:00,NIFTY,17503.4,17506.9,17501.0,17506.5,1,0
2021-10-01 11:28:00,NIFTY,17507.7,17511.9,17506.5,17510.2,1,0
2021-10-01 11:29:00,NIFTY,17510.2,17512.1,17509.1,17509.7,1,0
2021-10-01 11:30:00,NIFTY,17509.9,17516.9,17509.0,17515.9,1,0
2021-10-01 11:31:00,NIFTY,17515.6,17522.2,17515.6,17521.4,1,0
2021-10-01 11:32:00,NIFTY,17521.4,17526.0,17519.6,17524.3,1,0
2021-10-01 11:33:00,NIFTY,17525.3,17525.8,17522.0,17522.5,1,0
2021-10-01 11:34:00,NIFTY,17521.5,17522.2,17512.6,17514.5,1,0
2021-10-01 11:35:00,NIFTY,17514.0,17519.8,17513.3,17513.7,1,0
2021-10-01 11:36:00,NIFTY,17513.8,17513.8,17503.8,17503.8,1,0
2021-10-01 11:37:00,NIFTY,17502.0,17518.5,17500.2,17518.5,1,0
2021-10-01 11:38:00,NIFTY,17518.8,17521.5,17515.0,17519.1,1,0
2021-10-01 11:39:00,NIFTY,17519.5,17519.5,17514.2,17518.7,1,0
2021-10-01 11:40:00,NIFTY,17518.3,17519.3,17513.7,17517.2,1,0
2021-10-01 11:41:00,NIFTY,17517.3,17519.2,17515.4,17516.9,1,0
2021-10-01 11:42:00,NIFTY,17517.2,17517.2,17510.2,17510.2,1,0
2021-10-01 11:43:00,NIFTY,17510.7,17512.5,17509.5,17512.4,1,0
2021-10-01 11:44:00,NIFTY,17511.2,17513.0,17507.8,17507.8,1,0
2021-10-01 11:45:00,NIFTY,17508.3,17508.3,17504.5,17505.3,1,0
2021-10-01 11:46:00,NIFTY,17505.0,17505.3,17501.5,17503.3,1,0
2021-10-01 11:47:00,NIFTY,17503.6,17504.8,17499.5,17499.5,1,0
2021-10-01 11:48:00,NIFTY,17499.5,17499.5,17493.1,17493.5,1,0
2021-10-01 11:49:00,NIFTY,17493.7,17493.7,17487.3,17491.3,1,0
2021-10-01 11:50:00,NIFTY,17489.0,17489.5,17478.2,17478.4,1,0
2021-10-01 11:51:00,NIFTY,17478.3,17481.1,17474.1,17475.5,1,0
2021-10-01 11:52:00,NIFTY,17475.3,17481.3,17475.3,17479.3,1,0
2021-10-01 11:53:00,NIFTY,17479.3,17480.2,17476.5,17478.0,1,0
2021-10-01 11:54:00,NIFTY,17478.1,17479.3,17476.0,17478.0,1,0
2021-10-01 11:55:00,NIFTY,17479.0,17485.8,17478.5,17484.3,1,0
2021-10-01 11:56:00,NIFTY,17485.0,17485.0,17480.0,17481.2,1,0
2021-10-01 11:57:00,NIFTY,17481.7,17482.3,17480.4,17481.3,1,0
2021-10-01 11:58:00,NIFTY,17482.2,17484.7,17479.0,17483.9,1,0
2021-10-01 11:59:00,NIFTY,17484.3,17491.5,17480.5,17480.5,1,0
2021-10-01 12:00:00,NIFTY,17480.8,17483.5,17477.8,17479.6,1,0
2021-10-01 12:01:00,NIFTY,17479.3,17480.0,17475.4,17476.0,1,0
2021-10-01 12:02:00,NIFTY,17477.0,17477.0,17468.5,17468.5,1,0
2021-10-01 12:03:00,NIFTY,17468.2,17468.7,17463.6,17463.6,1,0
2021-10-01 12:04:00,NIFTY,17464.0,17470.0,17462.2,17468.1,1,0
2021-10-01 12:05:00,NIFTY,17468.3,17468.3,17463.6,17465.2,1,0
2021-10-01 12:06:00,NIFTY,17466.7,17466.7,17458.5,17458.8,1,0
2021-10-01 12:07:00,NIFTY,17458.8,17481.8,17457.4,17478.3,1,0
2021-10-01 12:08:00,NIFTY,17477.7,17477.8,17467.5,17469.5,1,0
2021-10-01 12:09:00,NIFTY,17470.2,17481.2,17469.8,17481.2,1,0
2021-10-01 12:10:00,NIFTY,17481.0,17481.3,17476.9,17480.7,1,0
2021-10-01 12:11:00,NIFTY,17480.0,17481.0,17476.5,17479.9,1,0
2021-10-01 12:12:00,NIFTY,17480.1,17482.1,17478.8,17481.3,1,0
2021-10-01 12:13:00,NIFTY,17482.5,17484.5,17479.4,17480.7,1,0
2021-10-01 12:14:00,NIFTY,17479.9,17480.8,17474.6,17474.6,1,0
2021-10-01 12:15:00,NIFTY,17475.3,17475.7,17464.5,17466.3,1,0
2021-10-01 12:16:00,NIFTY,17467.3,17475.6,17467.3,17471.8,1,0
2021-10-01 12:17:00,NIFTY,17472.3,17478.5,17471.2,17478.5,1,0
2021-10-01 12:18:00,NIFTY,17478.8,17483.0,17478.8,17482.0,1,0
2021-10-01 12:19:00,NIFTY,17482.0,17487.7,17481.7,17485.3,1,0
2021-10-01 12:20:00,NIFTY,17483.8,17495.1,17483.8,17492.5,1,0
2021-10-01 12:21:00,NIFTY,17492.8,17493.3,17486.3,17488.3,1,0
2021-10-01 12:22:00,NIFTY,17488.8,17491.7,17488.0,17490.0,1,0
2021-10-01 12:23:00,NIFTY,17489.4,17490.5,17486.6,17489.2,1,0
2021-10-01 12:24:00,NIFTY,17490.2,17490.2,17478.0,17478.0,1,0
2021-10-01 12:25:00,NIFTY,17478.2,17478.8,17474.0,17474.3,1,0
2021-10-01 12:26:00,NIFTY,17474.5,17478.3,17474.1,17474.8,1,0
2021-10-01 12:27:00,NIFTY,17474.5,17475.5,17470.8,17470.8,1,0
2021-10-01 12:28:00,NIFTY,17470.5,17479.9,17468.8,17478.5,1,0
2021-10-01 12:29:00,NIFTY,17477.5,17487.5,17477.5,17483.6,1,0
2021-10-01 12:30:00,NIFTY,17484.0,17486.0,17478.8,17479.8,1,0
2021-10-01 12:31:00,NIFTY,17480.1,17490.1,17480.1,17489.6,1,0
2021-10-01 12:32:00,NIFTY,17488.3,17490.3,17485.0,17487.7,1,0
2021-10-01 12:33:00,NIFTY,17488.0,17488.2,17479.3,17480.3,1,0
2021-10-01 12:34:00,NIFTY,17480.0,17480.0,17474.7,17477.5,1,0
2021-10-01 12:35:00,NIFTY,17477.3,17479.5,17469.3,17470.0,1,0
2021-10-01 12:36:00,NIFTY,17469.8,17469.8,17465.9,17467.9,1,0
2021-10-01 12:37:00,NIFTY,17468.5,17473.8,17466.3,17472.2,1,0
2021-10-01 12:38:00,NIFTY,17472.3,17475.7,17471.3,17472.2,1,0
2021-10-01 12:39:00,NIFTY,17472.2,17473.5,17468.0,17468.5,1,0
2021-10-01 12:40:00,NIFTY,17469.0,17469.2,17465.3,17466.0,1,0
2021-10-01 12:41:00,NIFTY,17466.6,17471.5,17464.7,17465.1,1,0
2021-10-01 12:42:00,NIFTY,17464.4,17466.7,17460.1,17465.8,1,0
2021-10-01 12:43:00,NIFTY,17466.5,17473.1,17466.5,17471.9,1,0
2021-10-01 12:44:00,NIFTY,17469.4,17473.0,17468.5,17471.8,1,0
2021-10-01 12:45:00,NIFTY,17472.0,17473.3,17470.2,17471.8,1,0
2021-10-01 12:46:00,NIFTY,17471.5,17476.0,17470.8,17473.0,1,0
2021-10-01 12:47:00,NIFTY,17471.9,17472.5,17465.7,17465.7,1,0
2021-10-01 12:48:00,NIFTY,17466.0,17475.8,17465.5,17474.3,1,0
2021-10-01 12:49:00,NIFTY,17474.0,17477.2,17474.0,17474.7,1,0
2021-10-01 12:50:00,NIFTY,17475.0,17476.2,17471.5,17471.8,1,0
2021-10-01 12:51:00,NIFTY,17472.0,17484.7,17471.1,17475.4,1,0
2021-10-01 12:52:00,NIFTY,17475.0,17480.4,17472.9,17480.2,1,0
2021-10-01 12:53:00,NIFTY,17479.4,17483.2,17479.1,17481.6,1,0
2021-10-01 12:54:00,NIFTY,17481.5,17483.2,17481.0,17482.3,1,0
2021-10-01 12:55:00,NIFTY,17482.3,17489.0,17482.3,17487.3,1,0
2021-10-01 12:56:00,NIFTY,17487.5,17495.8,17486.5,17491.3,1,0
2021-10-01 12:57:00,NIFTY,17491.3,17497.0,17491.0,17496.5,1,0
2021-10-01 12:58:00,NIFTY,17496.6,17497.5,17493.8,17497.5,1,0
2021-10-01 12:59:00,NIFTY,17497.2,17500.2,17496.7,17498.0,1,0
2021-10-01 13:00:00,NIFTY,17497.8,17500.5,17496.9,17499.7,1,0
2021-10-01 13:01:00,NIFTY,17499.7,17506.5,17499.7,17502.8,1,0
2021-10-01 13:02:00,NIFTY,17503.0,17503.0,17496.2,17496.3,1,0
2021-10-01 13:03:00,NIFTY,17496.0,17496.0,17492.8,17493.0,1,0
2021-10-01 13:04:00,NIFTY,17492.9,17495.0,17489.0,17493.5,1,0
2021-10-01 13:05:00,NIFTY,17494.5,17495.3,17492.3,17494.8,1,0
2021-10-01 13:06:00,NIFTY,17495.1,17500.2,17494.5,17499.2,1,0
2021-10-01 13:07:00,NIFTY,17497.8,17502.3,17497.8,17498.8,1,0
2021-10-01 13:08:00,NIFTY,17498.7,17499.0,17492.7,17493.1,1,0
2021-10-01 13:09:00,NIFTY,17492.7,17504.2,17492.3,17504.2,1,0
2021-10-01 13:10:00,NIFTY,17505.0,17520.8,17505.0,17517.8,1,0
2021-10-01 13:11:00,NIFTY,17518.6,17518.6,17507.9,17508.3,1,0
2021-10-01 13:12:00,NIFTY,17506.8,17513.5,17506.8,17507.7,1,0
2021-10-01 13:13:00,NIFTY,17508.0,17511.1,17507.8,17509.5,1,0
2021-10-01 13:14:00,NIFTY,17509.5,17511.0,17504.0,17504.8,1,0
2021-10-01 13:15:00,NIFTY,17503.7,17504.5,17494.2,17494.2,1,0
2021-10-01 13:16:00,NIFTY,17495.0,17501.1,17493.6,17497.2,1,0
2021-10-01 13:17:00,NIFTY,17496.5,17500.0,17495.3,17497.3,1,0
2021-10-01 13:18:00,NIFTY,17496.6,17497.3,17488.8,17490.8,1,0
2021-10-01 13:19:00,NIFTY,17490.7,17500.8,17490.7,17500.3,1,0
2021-10-01 13:20:00,NIFTY,17499.0,17508.7,17499.0,17507.8,1,0
2021-10-01 13:21:00,NIFTY,17508.2,17508.9,17502.9,17505.3,1,0
2021-10-01 13:22:00,NIFTY,17504.7,17505.4,17500.3,17500.5,1,0
2021-10-01 13:23:00,NIFTY,17500.4,17503.6,17499.5,17502.6,1,0
2021-10-01 13:24:00,NIFTY,17502.4,17503.3,17500.8,17502.3,1,0
2021-10-01 13:25:00,NIFTY,17501.8,17507.8,17501.8,17504.4,1,0
2021-10-01 13:26:00,NIFTY,17503.8,17507.2,17503.2,17507.0,1,0
2021-10-01 13:27:00,NIFTY,17506.6,17514.0,17506.5,17513.2,1,0
2021-10-01 13:28:00,NIFTY,17513.7,17513.7,17507.0,17509.3,1,0
2021-10-01 13:29:00,NIFTY,17509.2,17509.9,17505.7,17505.7,1,0
2021-10-01 13:30:00,NIFTY,17505.8,17509.6,17504.4,17504.4,1,0
2021-10-01 13:31:00,NIFTY,17504.3,17511.5,17504.3,17509.3,1,0
2021-10-01 13:32:00,NIFTY,17509.7,17511.0,17501.9,17501.9,1,0
2021-10-01 13:33:00,NIFTY,17502.5,17509.9,17502.5,17509.8,1,0
2021-10-01 13:34:00,NIFTY,17509.7,17515.7,17509.7,17515.2,1,0
2021-10-01 13:35:00,NIFTY,17515.4,17515.4,17505.2,17506.3,1,0
2021-10-01 13:36:00,NIFTY,17505.3,17506.8,17499.8,17506.7,1,0
2021-10-01 13:37:00,NIFTY,17507.5,17508.3,17502.5,17503.8,1,0
2021-10-01 13:38:00,NIFTY,17504.5,17508.3,17499.5,17499.5,1,0
2021-10-01 13:39:00,NIFTY,17499.5,17500.5,17490.8,17490.8,1,0
2021-10-01 13:40:00,NIFTY,17491.8,17497.3,17491.0,17491.0,1,0
2021-10-01 13:41:00,NIFTY,17490.8,17490.8,17482.3,17485.2,1,0
2021-10-01 13:42:00,NIFTY,17485.5,17488.2,17484.8,17486.8,1,0
2021-10-01 13:43:00,NIFTY,17487.3,17495.0,17486.7,17492.3,1,0
2021-10-01 13:44:00,NIFTY,17492.0,17494.8,17489.9,17489.9,1,0
2021-10-01 13:45:00,NIFTY,17489.5,17495.2,17488.8,17495.2,1,0
2021-10-01 13:46:00,NIFTY,17494.5,17495.7,17492.1,17494.8,1,0
2021-10-01 13:47:00,NIFTY,17494.3,17495.5,17491.2,17494.3,1,0
2021-10-01 13:48:00,NIFTY,17494.2,17495.2,17490.0,17494.1,1,0
2021-10-01 13:49:00,NIFTY,17494.0,17501.8,17491.8,17501.8,1,0
2021-10-01 13:50:00,NIFTY,17501.8,17503.1,17499.8,17500.5,1,0
2021-10-01 13:51:00,NIFTY,17500.3,17502.5,17491.9,17492.8,1,0
2021-10-01 13:52:00,NIFTY,17491.8,17494.5,17490.3,17490.8,1,0
2021-10-01 13:53:00,NIFTY,17490.2,17491.3,17486.8,17486.8,1,0
2021-10-01 13:54:00,NIFTY,17486.5,17492.4,17486.2,17490.8,1,0
2021-10-01 13:55:00,NIFTY,17491.1,17491.2,17486.0,17488.9,1,0
2021-10-01 13:56:00,NIFTY,17488.5,17495.3,17488.5,17492.5,1,0
2021-10-01 13:57:00,NIFTY,17492.5,17492.5,17487.2,17488.8,1,0
2021-10-01 13:58:00,NIFTY,17489.6,17492.6,17484.5,17492.0,1,0
2021-10-01 13:59:00,NIFTY,17491.9,17498.2,17487.7,17498.2,1,0
2021-10-01 14:00:00,NIFTY,17498.7,17501.0,17492.2,17500.2,1,0
2021-10-01 14:01:00,NIFTY,17501.3,17507.9,17501.3,17504.3,1,0
2021-10-01 14:02:00,NIFTY,17504.3,17504.6,17502.8,17503.6,1,0
2021-10-01 14:03:00,NIFTY,17503.5,17504.6,17499.5,17503.5,1,0
2021-10-01 14:04:00,NIFTY,17503.0,17503.7,17499.8,17503.7,1,0
2021-10-01 14:05:00,NIFTY,17503.5,17509.0,17503.5,17508.5,1,0
2021-10-01 14:06:00,NIFTY,17508.4,17513.8,17505.5,17509.2,1,0
2021-10-01 14:07:00,NIFTY,17508.8,17509.8,17504.8,17507.7,1,0
2021-10-01 14:08:00,NIFTY,17507.8,17510.2,17505.8,17508.9,1,0
2021-10-01 14:09:00,NIFTY,17509.0,17514.8,17507.5,17514.2,1,0
2021-10-01 14:10:00,NIFTY,17514.8,17524.3,17514.8,17518.7,1,0
2021-10-01 14:11:00,NIFTY,17520.3,17520.3,17515.2,17515.3,1,0
2021-10-01 14:12:00,NIFTY,17515.2,17518.9,17515.0,17517.3,1,0
2021-10-01 14:13:00,NIFTY,17518.0,17518.8,17514.8,17515.3,1,0
2021-10-01 14:14:00,NIFTY,17515.3,17526.2,17515.2,17525.5,1,0
2021-10-01 14:15:00,NIFTY,17525.3,17530.5,17525.3,17526.0,1,0
2021-10-01 14:16:00,NIFTY,17526.0,17527.1,17523.0,17523.7,1,0
2021-10-01 14:17:00,NIFTY,17523.4,17523.4,17516.1,17516.8,1,0
2021-10-01 14:18:00,NIFTY,17516.5,17520.9,17515.5,17519.0,1,0
2021-10-01 14:19:00,NIFTY,17519.2,17523.5,17517.8,17522.8,1,0
2021-10-01 14:20:00,NIFTY,17523.8,17525.1,17519.5,17522.0,1,0
2021-10-01 14:21:00,NIFTY,17521.7,17521.9,17517.7,17519.9,1,0
2021-10-01 14:22:00,NIFTY,17521.0,17524.8,17518.1,17518.1,1,0
2021-10-01 14:23:00,NIFTY,17517.6,17517.6,17510.0,17511.6,1,0
2021-10-01 14:24:00,NIFTY,17511.3,17519.5,17510.8,17514.0,1,0
2021-10-01 14:25:00,NIFTY,17513.9,17514.3,17509.8,17511.3,1,0
2021-10-01 14:26:00,NIFTY,17511.5,17513.0,17509.5,17511.0,1,0
2021-10-01 14:27:00,NIFTY,17511.2,17512.5,17507.0,17508.0,1,0
2021-10-01 14:28:00,NIFTY,17508.4,17510.4,17507.8,17509.2,1,0
2021-10-01 14:29:00,NIFTY,17509.4,17519.2,17508.9,17519.0,1,0
2021-10-01 14:30:00,NIFTY,17519.2,17527.5,17519.0,17527.5,1,0
2021-10-01 14:31:00,NIFTY,17527.3,17536.3,17526.3,17532.3,1,0
2021-10-01 14:32:00,NIFTY,17531.8,17533.2,17525.8,17526.5,1,0
2021-10-01 14:33:00,NIFTY,17526.7,17527.0,17519.2,17519.9,1,0
2021-10-01 14:34:00,NIFTY,17520.3,17520.5,17516.7,17517.2,1,0
2021-10-01 14:35:00,NIFTY,17517.0,17520.8,17517.0,17520.0,1,0
2021-10-01 14:36:00,NIFTY,17519.8,17521.1,17515.5,17517.0,1,0
2021-10-01 14:37:00,NIFTY,17516.9,17518.8,17513.5,17513.9,1,0
2021-10-01 14:38:00,NIFTY,17514.0,17518.0,17513.6,17516.0,1,0
